City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Day,DayOfWeek,PM2.5_Lag1,PM10_Lag1,NO2_Lag1,CO_Lag1,f{col}_Roll3
Amritsar,2020-03-03,33.46,103.81,18.06,11.38,27.5,11.77,0.61,10.78,30.09,1.61,1.81,1.98,101.0,Moderate,3,3,1,32.33,97.38,11.96,0.78,0.7399999999999999
Amritsar,2020-03-04,55.5,135.96,17.43,10.82,26.5,11.8,0.44,13.85,32.2,1.81,1.85,1.94,118.0,Moderate,3,4,2,33.46,103.81,11.38,0.61,0.6099999999999999
Amritsar,2020-03-05,22.09,74.89,17.71,11.96,28.12,11.84,0.72,14.65,30.07,1.44,1.56,2.0,97.0,Satisfactory,3,5,3,55.5,135.96,10.82,0.44,0.59
Amritsar,2020-03-06,17.61,61.51,17.42,11.14,26.82,12.0,0.74,11.49,27.23,1.38,1.47,1.98,68.0,Satisfactory,3,6,4,22.09,74.89,11.96,0.72,0.6333333333333332
Amritsar,2020-03-07,17.0,61.08,17.79,11.2,27.07,12.16,0.82,8.51,29.45,1.39,1.51,1.98,59.0,Satisfactory,3,7,5,17.61,61.51,11.14,0.74,0.7599999999999999
Amritsar,2020-03-08,25.44,77.68,17.05,11.41,26.88,12.1,0.82,11.62,30.24,1.46,1.76,2.0,70.0,Satisfactory,3,8,6,17.0,61.08,11.2,0.82,0.7933333333333333
Amritsar,2020-03-09,20.71,72.89,17.35,11.81,26.87,12.14,0.82,6.74,32.77,1.43,1.75,2.0,75.0,Satisfactory,3,9,0,25.44,77.68,11.41,0.82,0.82
Amritsar,2020-03-10,43.24,115.85,18.82,12.66,28.37,12.29,0.73,9.44,34.08,1.66,2.02,2.0,96.0,Satisfactory,3,10,1,20.71,72.89,11.81,0.82,0.7899999999999999
Amritsar,2020-03-11,40.15,107.64,18.14,13.18,28.04,11.88,0.62,8.1,30.16,1.65,1.99,1.96,107.0,Moderate,3,11,2,43.24,115.85,12.66,0.73,0.7233333333333333
Amritsar,2020-03-13,17.08,70.36,17.22,11.62,26.98,11.8,0.78,8.52,36.31,1.39,1.59,2.0,72.0,Satisfactory,3,13,4,40.15,107.64,13.18,0.62,0.71
Amritsar,2020-03-14,21.05,70.22,18.49,11.98,28.28,11.71,0.7,12.75,32.14,1.38,1.7,1.98,69.0,Satisfactory,3,14,5,17.08,70.36,11.62,0.78,0.6999999999999998
Amritsar,2020-03-15,25.65,83.27,17.4,12.99,27.07,12.15,0.73,21.74,32.95,1.47,1.87,2.0,79.0,Satisfactory,3,15,6,21.05,70.22,11.98,0.7,0.7366666666666667
Amritsar,2020-03-16,38.07,106.34,17.57,12.39,27.5,11.97,0.68,9.82,33.3,1.57,1.94,1.98,95.0,Satisfactory,3,16,0,25.65,83.27,12.99,0.73,0.7033333333333333
Amritsar,2020-03-17,41.78,109.94,18.18,10.31,27.98,12.02,0.72,9.56,31.27,1.57,1.84,2.0,106.0,Moderate,3,17,1,38.07,106.34,12.39,0.68,0.71
Amritsar,2020-03-18,45.62,118.05,17.72,10.48,25.35,11.93,0.64,9.77,30.51,1.46,1.71,1.83,110.0,Moderate,3,18,2,41.78,109.94,10.31,0.72,0.68
Amritsar,2020-03-19,39.08,107.8,17.38,10.28,27.28,11.98,0.62,16.11,30.29,1.58,1.94,2.0,107.0,Moderate,3,19,3,45.62,118.05,10.48,0.64,0.6599999999999998
Amritsar,2020-03-20,40.61,110.94,17.07,10.97,27.42,12.0,0.48,27.59,31.58,1.8,2.12,2.0,111.0,Moderate,3,20,4,39.08,107.8,10.28,0.62,0.58
Amritsar,2020-03-21,33.78,100.73,17.69,11.47,27.21,12.03,0.68,23.06,26.71,1.55,2.03,1.98,96.0,Satisfactory,3,21,5,40.61,110.94,10.97,0.48,0.5933333333333333
Amritsar,2020-03-22,24.57,77.22,17.13,11.39,26.89,11.98,0.7,19.46,31.11,1.48,2.01,2.0,93.0,Satisfactory,3,22,6,33.78,100.73,11.47,0.68,0.6199999999999999
Amritsar,2020-03-23,30.12,85.69,17.86,10.34,27.64,11.93,0.84,9.34,31.26,1.43,1.88,2.0,78.0,Satisfactory,3,23,0,24.57,77.22,11.39,0.7,0.7399999999999999
Amritsar,2020-03-24,26.35,75.6,18.2,10.94,27.27,12.09,1.27,7.73,29.78,1.43,1.69,1.98,86.0,Satisfactory,3,24,1,30.12,85.69,10.34,0.84,0.9366666666666665
Amritsar,2020-03-25,15.6,61.47,18.43,10.79,27.91,11.96,0.86,6.41,28.07,1.36,1.67,2.0,64.0,Satisfactory,3,25,2,26.35,75.6,10.94,1.27,0.9899999999999998
Amritsar,2020-03-26,22.63,72.7,17.79,11.82,27.96,11.84,0.73,7.16,32.26,1.41,1.72,2.0,66.0,Satisfactory,3,26,3,15.6,61.47,10.79,0.86,0.9533333333333331
Amritsar,2020-03-27,20.29,60.78,21.42,13.83,29.21,12.79,0.73,6.22,25.63,1.35,1.62,1.94,71.0,Satisfactory,3,27,4,22.63,72.7,11.82,0.73,0.7733333333333331
Amritsar,2020-03-28,12.03,54.63,19.93,12.76,30.41,12.33,0.76,6.2,22.84,1.34,1.53,2.01,54.0,Satisfactory,3,28,5,20.29,60.78,13.83,0.73,0.7399999999999999
Amritsar,2020-03-29,17.74,63.75,17.36,11.56,27.43,12.19,0.76,6.7,22.1,1.37,1.67,1.98,60.0,Satisfactory,3,29,6,12.03,54.63,12.76,0.76,0.7499999999999999
Amritsar,2020-03-30,21.35,68.57,17.8,11.05,26.97,12.07,0.71,7.21,22.14,1.37,1.66,1.98,67.0,Satisfactory,3,30,0,17.74,63.75,11.56,0.76,0.7433333333333332
Amritsar,2020-03-31,21.91,70.76,17.8,10.68,27.51,11.97,0.78,6.82,22.14,1.38,1.54,2.0,69.0,Satisfactory,3,31,1,21.35,68.57,11.05,0.71,0.7499999999999999
Amritsar,2020-04-01,14.18,60.07,18.48,10.29,27.96,12.1,0.77,6.3,22.14,1.32,1.59,1.98,65.0,Satisfactory,4,1,2,21.91,70.76,10.68,0.78,0.7533333333333333
Amritsar,2020-04-02,13.97,63.92,17.69,10.82,27.94,11.74,0.78,6.22,22.14,1.34,1.58,2.01,63.0,Satisfactory,4,2,3,14.18,60.07,10.29,0.77,0.7766666666666665
Amritsar,2020-04-03,17.52,61.42,17.88,10.69,26.99,12.16,0.76,6.57,22.14,1.34,1.61,1.98,61.0,Satisfactory,4,3,4,13.97,63.92,10.82,0.78,0.7699999999999999
Amritsar,2020-04-04,22.8,50.68,17.62,10.84,27.79,12.01,0.69,7.4,22.14,1.42,1.78,2.0,58.0,Satisfactory,4,4,5,17.52,61.42,10.69,0.76,0.7433333333333332
Amritsar,2020-04-05,34.73,68.87,16.81,10.78,25.99,11.93,0.69,8.68,22.14,1.52,1.89,1.94,60.0,Satisfactory,4,5,6,22.8,50.68,10.84,0.69,0.7133333333333333
Amritsar,2020-04-12,20.09,34.55,18.33,11.21,28.01,12.03,0.85,8.49,22.14,1.4,1.55,2.0,45.0,Good,4,12,6,34.73,68.87,10.78,0.69,0.7433333333333332
Amritsar,2020-04-13,29.47,59.84,17.65,11.55,27.61,12.12,0.59,9.63,22.14,1.65,1.98,2.0,52.0,Satisfactory,4,13,0,20.09,34.55,11.21,0.85,0.7099999999999999
Amritsar,2020-04-14,22.37,50.46,17.34,10.67,23.17,12.09,0.64,6.33,22.14,1.21,1.4,1.79,59.0,Satisfactory,4,14,1,29.47,59.84,11.55,0.59,0.693333333333333
Amritsar,2020-04-15,32.05,75.31,20.86,18.96,28.66,15.16,0.73,6.55,23.62,1.26,1.5,1.83,68.0,Satisfactory,4,15,2,22.37,50.46,10.67,0.64,0.6533333333333332
Amritsar,2020-04-16,22.61,48.2,23.03,17.01,33.2,14.86,0.73,7.65,36.07,1.39,1.75,2.0,61.0,Satisfactory,4,16,3,32.05,75.31,18.96,0.73,0.6999999999999998
Amritsar,2020-04-17,17.45,38.01,18.7,11.4,28.05,12.66,0.7,7.76,42.81,1.38,1.47,1.98,45.0,Good,4,17,4,22.61,48.2,17.01,0.73,0.7199999999999998
Amritsar,2020-04-18,8.8,18.03,21.51,11.43,31.09,12.4,0.8,5.88,43.02,1.32,1.42,2.0,43.0,Good,4,18,5,17.45,38.01,11.4,0.7,0.7433333333333332
Amritsar,2020-04-19,11.33,30.5,18.12,11.33,27.79,12.74,0.82,8.85,43.02,1.35,1.54,2.0,44.0,Good,4,19,6,8.8,18.03,11.43,0.8,0.7733333333333331
Amritsar,2020-04-20,16.35,56.92,17.86,12.25,28.27,11.95,0.68,9.64,43.02,1.37,1.54,2.0,51.0,Satisfactory,4,20,0,11.33,30.5,11.33,0.82,0.7666666666666666
Amritsar,2020-04-21,9.84,39.79,19.48,13.03,29.25,12.24,0.79,13.02,43.02,1.33,1.43,2.0,47.0,Good,4,21,1,16.35,56.92,12.25,0.68,0.7633333333333332
Amritsar,2020-04-22,13.72,51.33,21.63,14.02,31.4,12.69,0.74,9.17,43.02,1.36,1.6,2.0,48.0,Good,4,22,2,9.84,39.79,13.03,0.79,0.7366666666666667
Amritsar,2020-04-23,14.67,59.48,23.49,16.84,33.39,12.8,0.84,8.59,43.02,1.31,1.15,2.0,56.0,Satisfactory,4,23,3,13.72,51.33,14.02,0.74,0.7899999999999999
Amritsar,2020-04-24,20.68,78.36,20.44,16.25,32.22,12.53,0.67,8.94,43.02,1.3,1.1,2.0,68.0,Satisfactory,4,24,4,14.67,59.48,16.84,0.84,0.7499999999999999
Amritsar,2020-04-25,15.74,67.22,22.04,16.48,30.38,13.38,0.77,17.19,43.02,1.29,1.09,1.98,74.0,Satisfactory,4,25,5,20.68,78.36,16.25,0.67,0.7599999999999998
Amritsar,2020-04-26,14.78,54.18,19.74,15.44,29.59,12.11,0.69,11.17,43.02,1.3,1.1,5.05,60.0,Satisfactory,4,26,6,15.74,67.22,16.48,0.77,0.71
Amritsar,2020-04-27,11.2,42.21,38.1,32.33,46.31,19.36,0.75,6.42,44.12,1.25,1.06,8.48,51.0,Satisfactory,4,27,0,14.78,54.18,15.44,0.69,0.7366666666666665
Amritsar,2020-04-28,13.63,52.77,28.22,21.57,37.97,14.54,0.79,7.08,43.57,1.3,1.1,8.81,56.0,Satisfactory,4,28,1,11.2,42.21,32.33,0.75,0.7433333333333332
Amritsar,2020-04-29,24.61,86.73,26.75,19.19,36.02,14.53,0.76,9.0,43.57,1.3,1.1,8.72,72.0,Satisfactory,4,29,2,13.63,52.77,21.57,0.79,0.7666666666666666
Amritsar,2020-04-30,23.98,112.59,25.07,17.26,34.95,13.57,0.76,8.5,43.57,1.3,1.1,8.81,102.0,Moderate,4,30,3,24.61,86.73,19.19,0.76,0.7699999999999999
Amritsar,2020-05-01,32.01,141.16,20.93,14.93,30.16,12.8,0.78,9.5,43.57,1.3,1.1,8.72,118.0,Moderate,5,1,4,23.98,112.59,17.26,0.76,0.7666666666666666
Amritsar,2020-05-02,28.37,114.11,20.75,16.36,29.69,12.73,0.63,8.45,43.57,1.29,1.09,8.72,118.0,Moderate,5,2,5,32.01,141.16,14.93,0.78,0.7233333333333332
Amritsar,2020-05-03,15.46,65.47,23.93,18.66,35.6,13.06,0.78,7.07,26.82,1.29,1.09,8.72,91.0,Satisfactory,5,3,6,28.37,114.11,16.36,0.63,0.7299999999999999
Amritsar,2020-05-04,19.64,72.31,19.2,16.05,28.92,12.8,0.81,8.64,27.11,1.29,1.09,8.67,61.0,Satisfactory,5,4,0,15.46,65.47,18.66,0.78,0.7399999999999999
Amritsar,2020-05-05,18.81,74.73,19.59,14.69,29.97,12.13,0.73,7.44,27.1,1.3,1.1,8.72,77.0,Satisfactory,5,5,1,19.64,72.31,16.05,0.81,0.7733333333333333
Amritsar,2020-05-06,23.32,76.19,19.26,12.39,28.6,12.35,0.82,10.3,27.11,1.3,1.1,8.72,75.0,Satisfactory,5,6,2,18.81,74.73,14.69,0.73,0.7866666666666665
Amritsar,2020-05-07,18.39,48.21,33.61,26.95,39.88,18.62,0.73,8.99,37.82,1.23,1.04,8.23,60.0,Satisfactory,5,7,3,23.32,76.19,12.39,0.82,0.7599999999999998
Amritsar,2020-05-08,34.0,83.68,30.38,24.27,39.73,15.15,0.83,10.06,43.77,1.3,1.1,8.81,71.0,Satisfactory,5,8,4,18.39,48.21,26.95,0.73,0.7933333333333331
Amritsar,2020-05-09,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,87.0,Satisfactory,5,9,5,34.0,83.68,24.27,0.83,0.7699999999999999
Amritsar,2020-05-10,39.62,91.93,20.3,13.69,30.2,12.41,0.7,10.16,43.77,1.3,1.1,8.82,94.0,Satisfactory,5,10,6,37.31,87.52,18.78,0.75,0.7599999999999998
Amritsar,2020-05-11,32.14,70.6,20.67,15.65,30.08,12.66,0.67,7.82,43.77,1.3,1.1,8.72,75.0,Satisfactory,5,11,0,39.62,91.93,13.69,0.7,0.7066666666666664
Amritsar,2020-05-12,24.59,49.58,21.79,16.79,30.38,13.27,0.82,9.74,43.77,1.3,1.1,8.82,61.0,Satisfactory,5,12,1,32.14,70.6,15.65,0.67,0.7299999999999999
Amritsar,2020-05-13,44.76,86.65,19.55,15.63,30.07,12.96,0.74,9.08,43.77,1.27,1.08,8.63,67.0,Satisfactory,5,13,2,24.59,49.58,16.79,0.82,0.7433333333333332
Amritsar,2020-05-14,42.22,78.34,21.56,15.84,32.32,12.57,0.61,9.03,43.77,1.3,1.1,8.81,95.0,Satisfactory,5,14,3,44.76,86.65,15.63,0.74,0.7233333333333332
Amritsar,2020-05-15,21.61,43.74,22.88,15.94,32.43,12.76,0.91,9.9,43.77,1.3,1.1,8.72,52.0,Satisfactory,5,15,4,42.22,78.34,15.84,0.61,0.7533333333333333
Amritsar,2020-05-16,35.91,69.27,20.01,14.83,29.75,12.49,0.75,9.26,43.77,1.3,1.1,8.81,61.0,Satisfactory,5,16,5,21.61,43.74,15.94,0.91,0.7566666666666665
Amritsar,2020-05-17,39.96,77.29,20.35,15.98,30.7,12.66,0.75,11.8,43.77,1.3,1.1,8.81,75.0,Satisfactory,5,17,6,35.91,69.27,14.83,0.75,0.8033333333333332
Amritsar,2020-05-18,44.56,76.97,22.31,17.48,27.56,12.49,0.67,26.68,43.77,1.06,0.89,6.88,76.0,Satisfactory,5,18,0,39.96,77.29,15.98,0.75,0.7233333333333332
Amritsar,2020-05-19,34.55,59.21,21.5,14.96,30.21,12.55,0.69,22.25,52.91,1.3,1.1,8.81,65.0,Satisfactory,5,19,1,44.56,76.97,17.48,0.67,0.7033333333333331
Amritsar,2020-05-20,43.35,68.58,21.26,15.0,30.04,12.84,0.69,11.86,64.78,1.3,1.1,8.72,68.0,Satisfactory,5,20,2,34.55,59.21,14.96,0.69,0.6833333333333331
Amritsar,2020-05-21,52.58,81.31,20.08,15.55,30.04,12.53,0.68,10.76,64.78,1.3,1.1,8.82,80.0,Satisfactory,5,21,3,43.35,68.58,15.0,0.69,0.6866666666666665
Amritsar,2020-05-22,68.2,113.31,19.12,13.29,29.59,12.35,0.62,23.16,41.89,1.29,1.09,8.72,115.0,Moderate,5,22,4,52.58,81.31,15.55,0.68,0.6633333333333332
Amritsar,2020-05-23,54.78,96.64,18.45,12.8,28.26,11.97,0.48,18.35,17.0,1.3,1.1,8.82,106.0,Moderate,5,23,5,68.2,113.31,13.29,0.62,0.5933333333333332
Amritsar,2020-05-24,29.01,55.05,18.64,11.41,26.45,12.15,0.61,19.01,17.0,1.22,1.03,8.26,74.0,Satisfactory,5,24,6,54.78,96.64,12.8,0.48,0.5699999999999998
Amritsar,2020-05-25,16.29,72.17,17.69,10.6,27.18,12.27,0.76,17.75,17.0,1.3,1.1,8.82,69.0,Satisfactory,5,25,0,29.01,55.05,11.41,0.61,0.6166666666666666
Amritsar,2020-05-26,51.47,90.41,18.07,10.31,27.12,12.29,0.97,34.05,17.0,1.29,1.09,8.63,81.0,Satisfactory,5,26,1,16.29,72.17,10.6,0.76,0.7799999999999998
Amritsar,2020-05-27,37.21,66.23,16.63,10.97,26.78,11.95,0.56,14.45,17.0,1.3,1.1,8.81,77.0,Satisfactory,5,27,2,51.47,90.41,10.31,0.97,0.7633333333333332
Amritsar,2020-05-28,43.68,108.29,17.75,10.33,27.66,12.14,0.49,10.98,17.0,1.3,1.1,8.72,81.0,Satisfactory,5,28,3,37.21,66.23,10.97,0.56,0.6733333333333332
Amritsar,2020-05-29,29.99,77.22,19.41,11.22,28.95,11.92,0.73,12.3,17.0,1.3,1.1,8.72,67.0,Satisfactory,5,29,4,43.68,108.29,10.33,0.49,0.5933333333333333
Amritsar,2020-05-30,24.14,51.65,20.17,14.87,31.03,12.57,0.66,6.28,17.0,1.3,1.1,8.82,63.0,Satisfactory,5,30,5,29.99,77.22,11.22,0.73,0.6266666666666666
Amritsar,2020-05-31,13.33,25.58,27.84,22.14,37.92,14.22,0.63,8.09,17.0,1.3,1.1,8.72,48.0,Good,5,31,6,24.14,51.65,14.87,0.66,0.6733333333333332
Amritsar,2020-06-01,19.12,33.74,30.02,39.8,34.58,17.15,0.71,11.8,22.8,1.23,1.04,8.33,43.0,Good,6,1,0,13.33,25.58,22.14,0.63,0.6666666666666665
Amritsar,2020-06-02,26.84,152.97,23.06,21.62,34.76,13.99,0.68,17.71,28.48,1.3,1.1,8.81,65.0,Satisfactory,6,2,1,19.12,33.74,39.8,0.71,0.6733333333333332
Amritsar,2020-06-03,26.72,486.99,20.32,12.54,29.09,12.08,0.58,10.48,36.15,1.3,1.1,8.72,478.0,Severe,6,3,2,26.84,152.97,21.62,0.68,0.6566666666666666
Amritsar,2020-06-04,30.13,167.85,20.82,15.08,28.88,13.01,0.74,16.68,33.88,1.22,1.03,8.27,193.0,Moderate,6,4,3,26.72,486.99,12.54,0.58,0.6666666666666665
Amritsar,2020-06-05,20.75,29.73,24.69,21.48,34.62,14.25,0.72,10.49,40.04,1.3,1.1,8.82,56.0,Satisfactory,6,5,4,30.13,167.85,15.08,0.74,0.6799999999999998
Amritsar,2020-06-06,15.5,24.76,21.22,15.84,30.45,13.12,0.77,8.67,39.85,1.3,1.1,8.72,41.0,Good,6,6,5,20.75,29.73,21.48,0.72,0.7433333333333332
Amritsar,2020-06-07,26.99,43.07,21.13,15.1,30.36,12.77,0.59,6.56,40.04,1.3,1.1,8.81,42.0,Good,6,7,6,15.5,24.76,15.84,0.77,0.6933333333333332
Amritsar,2020-06-08,27.07,59.04,19.32,13.52,27.74,12.57,0.59,8.56,39.64,1.29,1.09,8.63,51.0,Satisfactory,6,8,0,26.99,43.07,15.1,0.59,0.6499999999999998
Amritsar,2020-06-09,29.6,84.35,17.94,11.23,25.93,12.1,0.57,12.01,37.4275,1.3,1.1,8.82,77.0,Satisfactory,6,9,1,27.07,59.04,13.52,0.59,0.5833333333333331
Amritsar,2020-06-10,28.73,76.37,17.59,10.65,25.98,12.21,0.55,13.47,35.215,1.3,1.1,8.72,80.0,Satisfactory,6,10,2,29.6,84.35,11.23,0.57,0.5699999999999998
Amritsar,2020-06-11,31.56,87.65,16.76,9.4,25.22,11.99,0.72,11.08,33.0025,1.3,1.1,8.82,79.0,Satisfactory,6,11,3,28.73,76.37,10.65,0.55,0.6133333333333332
Amritsar,2020-06-12,27.87,96.72,16.68,9.17,24.32,12.01,0.71,12.02,30.79,1.29,1.09,8.53,89.0,Satisfactory,6,12,4,31.56,87.65,9.4,0.72,0.6599999999999998
Amritsar,2020-06-13,24.76,93.78,16.61,8.31,24.6,11.93,0.65,10.76,32.52,1.3,1.1,8.82,104.0,Moderate,6,13,5,27.87,96.72,9.17,0.71,0.6933333333333332
Amritsar,2020-06-14,31.92,96.98,15.92,8.01,23.81,12.06,0.69,10.86,32.52,1.3,1.1,8.72,87.0,Satisfactory,6,14,6,24.76,93.78,8.31,0.65,0.6833333333333331
Amritsar,2020-06-15,28.49,108.35,16.93,7.97,24.78,12.0,0.75,16.73,32.52,1.3,1.1,8.81,103.0,Moderate,6,15,0,31.92,96.98,8.01,0.69,0.6966666666666664
Amritsar,2020-06-16,37.0,119.96,19.94,16.04,26.67,13.83,0.68,13.24,31.49,1.21,1.02,8.08,110.0,Moderate,6,16,1,28.49,108.35,7.97,0.75,0.7066666666666666
Amritsar,2020-06-17,40.46,131.87,31.85,26.2,42.08,15.21,0.73,9.2,16.56,1.3,1.1,8.82,117.0,Moderate,6,17,2,37.0,119.96,16.04,0.68,0.7199999999999999
Amritsar,2020-06-18,34.6,123.23,21.98,18.43,30.65,13.91,0.74,12.51,16.48,1.3,1.1,8.72,117.0,Moderate,6,18,3,40.46,131.87,26.2,0.73,0.7166666666666665
Amritsar,2020-06-19,47.94,169.06,19.11,12.63,27.07,12.34,0.62,10.92,16.48,1.3,1.1,8.82,131.0,Moderate,6,19,4,34.6,123.23,18.43,0.74,0.6966666666666664
Amritsar,2020-06-20,55.58,88.74,58.55,53.34,77.94,23.22,0.71,5.53,16.48,1.3,1.1,8.72,120.0,Moderate,6,20,5,47.94,169.06,12.63,0.62,0.6899999999999998
Amritsar,2020-06-21,60.73,91.88,40.01,33.92,51.61,17.99,0.7,4.72,16.48,1.3,1.1,8.82,120.0,Moderate,6,21,6,55.58,88.74,53.34,0.71,0.6766666666666664
Amritsar,2020-06-22,39.81,95.02,23.84,18.72,32.27,14.43,0.68,4.64,16.48,1.3,1.1,8.72,72.0,Satisfactory,6,22,0,60.73,91.88,33.92,0.7,0.6966666666666664
Amritsar,2020-06-23,68.81,312.18,18.9,12.03,25.83,12.64,0.67,4.36,16.48,1.3,1.1,8.82,125.0,Moderate,6,23,1,39.81,95.02,18.72,0.68,0.6833333333333331
Amritsar,2020-06-24,23.77,69.62,17.0,9.97,23.17,12.08,0.59,7.21,16.48,1.2,1.02,7.97,130.0,Moderate,6,24,2,68.81,312.18,12.03,0.67,0.6466666666666666
Amritsar,2020-06-25,31.68,57.96,18.0,10.71,25.96,11.94,0.74,5.83,16.48,1.3,1.1,8.82,59.0,Satisfactory,6,25,3,23.77,69.62,9.97,0.59,0.6666666666666665
Amritsar,2020-06-26,32.85,151.19,23.35,18.01,31.94,13.71,0.66,4.79,16.48,1.29,1.08,8.54,83.0,Satisfactory,6,26,4,31.68,57.96,10.71,0.74,0.6633333333333332
Amritsar,2020-06-27,51.1,95.595,25.25,20.8,35.75,14.07,0.66,4.55,16.48,1.3,1.1,8.82,74.0,Satisfactory,6,27,5,32.85,151.19,18.01,0.66,0.6866666666666665
Amritsar,2020-06-28,45.24,40.0,23.11,17.9,27.47,13.25,0.63,5.22,16.48,1.16,0.98,7.85,85.0,Satisfactory,6,28,6,51.1,95.595,20.8,0.66,0.6499999999999999
Amritsar,2020-06-29,26.77,60.69,26.99,19.83,34.03,14.94,0.67,4.89,16.48,1.3,1.1,8.81,49.0,Good,6,29,0,45.24,40.0,17.9,0.63,0.6533333333333332
Amritsar,2020-06-30,41.64,76.49,22.03,15.97,30.6,13.29,0.69,4.67,16.48,1.3,1.1,8.72,66.0,Satisfactory,6,30,1,26.77,60.69,19.83,0.67,0.6633333333333332
Amritsar,2020-07-01,57.67,100.99,32.81,15.11,30.2,17.73,0.59,3.48,16.48,1.3,1.1,8.82,78.0,Satisfactory,7,1,2,41.64,76.49,15.97,0.69,0.6499999999999998
Chandigarh,2019-09-04,34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27,17.23,5.27,0.89,21.98,96.0,Satisfactory,9,4,2,27.93,95.68,4.71,0.79,0.8600000000000001
Chandigarh,2019-09-05,34.36153846153846,59.99,11.03,4.9,16.06,1.11,0.58,14.1,26.81,4.77,1.81,57.52,77.0,Satisfactory,9,5,3,34.05,90.68,9.83,0.93,0.7666666666666666
Chandigarh,2019-09-07,34.67307692307692,91.04,10.35,3.73,14.09,1.7,0.78,10.48,16.77,17.23,2.02,51.82,84.0,Satisfactory,9,7,5,34.36153846153846,59.99,4.9,0.58,0.7633333333333333
Chandigarh,2019-09-08,34.98461538461538,64.62,8.64,3.06,4.68,1.53,0.49,8.71,23.08,9.04,1.93,4.64,88.0,Satisfactory,9,8,6,34.67307692307692,91.04,3.73,0.78,0.6166666666666666
Chandigarh,2019-09-10,33.985,97.12,7.68,2.76,10.41,1.37,0.75,8.71,33.4,4.53,2.14,1.4,88.0,Satisfactory,9,10,1,34.98461538461538,64.62,3.06,0.49,0.6733333333333333
Chandigarh,2019-09-11,33.985,122.52,7.93,3.08,11.04,1.34,0.75,8.51,34.62,6.02,2.33,1.29,107.0,Moderate,9,11,2,33.985,97.12,2.76,0.75,0.6633333333333333
Chandigarh,2019-09-12,33.985,125.4,7.32,3.89,11.28,1.53,0.7,6.02,29.28,6.72,2.2,1.34,121.0,Moderate,9,12,3,33.985,122.52,3.08,0.75,0.7333333333333334
Chandigarh,2019-09-13,33.985,62.29,8.23,5.34,10.71,1.09,0.49,7.76,26.61,8.35,2.03,1.25,90.0,Satisfactory,9,13,4,33.985,125.4,3.89,0.7,0.6466666666666666
Chandigarh,2019-09-14,33.985,65.68,8.81,4.62,10.75,1.06,0.6,7.55,24.06,5.09,1.91,1.27,69.0,Satisfactory,9,14,5,33.985,62.29,5.34,0.49,0.5966666666666667
Chandigarh,2019-09-15,33.985,72.54,7.44,2.62,9.98,1.25,0.55,10.1,31.07,3.91,1.87,1.34,68.0,Satisfactory,9,15,6,33.985,65.68,4.62,0.6,0.5466666666666667
Chandigarh,2019-09-16,33.985,106.87,6.47,2.47,8.38,1.08,0.54,9.84,36.46,3.82,1.86,1.36,96.0,Satisfactory,9,16,0,33.985,72.54,2.62,0.55,0.5633333333333334
Chandigarh,2019-09-17,33.985,119.42,6.87,2.77,9.65,1.17,0.64,10.68,41.84,4.81,2.13,1.37,102.0,Moderate,9,17,1,33.985,106.87,2.47,0.54,0.5766666666666667
Chandigarh,2019-09-18,33.985,118.59,5.99,4.62,10.49,1.25,0.66,11.07,44.79,4.57,2.05,1.27,120.0,Moderate,9,18,2,33.985,119.42,2.77,0.64,0.6133333333333334
Chandigarh,2019-09-19,38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74,26.14,7.14,1.94,2.15,88.0,Satisfactory,9,19,3,33.985,118.59,4.62,0.66,0.65
Chandigarh,2019-09-20,40.41,67.91,10.52,3.96,12.79,3.76,0.55,9.97,28.6,4.46,2.02,1.48,71.0,Satisfactory,9,20,4,38.1,61.67,3.3,0.65,0.62
Chandigarh,2019-09-21,27.21,62.04,8.6,7.2,10.64,5.9,0.53,9.63,34.72,3.57,2.08,1.32,69.0,Satisfactory,9,21,5,40.41,67.91,3.96,0.55,0.5766666666666668
Chandigarh,2019-09-22,29.75,64.56,10.22,5.64,11.21,5.98,0.55,8.67,21.21,4.0,1.72,1.31,68.0,Satisfactory,9,22,6,27.21,62.04,7.2,0.53,0.5433333333333333
Chandigarh,2019-09-23,18.35,49.86,9.53,4.55,10.1,5.94,0.51,8.83,27.24,5.97,5.59,7.5,59.0,Satisfactory,9,23,0,29.75,64.56,5.64,0.55,0.53
Chandigarh,2019-09-24,34.43,89.26,9.8,4.23,10.04,5.87,0.66,8.71,37.1,4.85,2.52,1.49,74.0,Satisfactory,9,24,1,18.35,49.86,4.55,0.51,0.5733333333333334
Chandigarh,2019-09-25,33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19,21.1,5.69,2.16,1.39,102.0,Moderate,9,25,2,34.43,89.26,4.23,0.66,0.6333333333333333
Chandigarh,2019-09-26,22.93,73.73,13.33,6.05,10.8,6.34,0.79,12.05,17.26,4.74,1.81,1.28,94.0,Satisfactory,9,26,3,33.66,105.3,6.56,0.73,0.7266666666666667
